N5325BAINITE,N5440MARTENSITE
3.0,1.3529413277365328
2.372881407780514,1.7142857142857142
1.7142857142857142,3.3958333435249597
1.7777778207479582,1.467948743205033
1.3,1.0
2.0000001348699246,2.2236839363811827
2.142857235177047,2.33333337722815
1.7428570212774699,1.8387094021091879
1.1,2.2150537661327503
1.6923076109225692,3.639535178365438
2.648351470565072,2.1343282828456704
2.1886793125019124,3.224489918771002
1.5454545343082713,1.535714140980605
1.9565218366310502,2.2499999578531473
1.9999997002890861,2.4368931678216037
1.7777778110789955,2.5263157387271895
2.7857140572026013,1.625
1.299999919078051,3.21794878201726
1.0,3.6666666666666665
1.205882501666166,2.625
2.08333329669816,1.3953489093888074
1.9687500325962872,2.8888884816052878
1.000000103746095,1.5504587776048449
2.2,2.733333345690731
1.5545453094531678,1.8686869343016501
1.2142857693346636,2.9507873994851517
1.3043477534142869,5.40000021592668
2.29487194896406,3.360000072991421
2.79069780218599,4.373494111862023
1.7872340400358402,2.2340428230178415
1.4285714285714286,1.1874999683898604
1.8252428038360178,1.9999996832684417
1.999999864300115,1.25
1.0714286540019953,2.625
1.2499999438041995,1.8440368189453806
2.0,1.454545343082712
1.4347825764464175,2.046875005430497
1.2571428655637265,3.287670879278277
1.2799999078768374,2.8913044775395953
1.5769232346067634,2.2222224886319633
1.7142857142857142,3.090909414084973
4.625000216580063,2.2708335419045547
1.875,2.1199999727042482
2.0540539983243686,1.7142857669161438
1.235294140980955,3.7142857693346634
1.9913044419850219,1.2212389793084137
2.0999999797695112,1.4285714285714286
2.350649192309571,1.2622951055268583
1.5675674325164737,2.0538463312559996
1.5555555555555556,2.5714284416769724
1.1538461059633456,2.3749998298648323
1.4666667028808766,1.373015915326991
2.207792289734368,2.1875000067158625
2.0,3.2352937425941914
2.309859456913051,1.1818182598421016
1.6000001604278198,3.02439030929025
2.77777781014074,1.5833334298755093
1.3999999865130075,3.1678833051119395
1.8636364490072983,2.2307691958689357
1.469696813857879,1.9756096536108598
2.0,2.142857142857143
1.2857142718673584,2.3333333333333335
1.2888889269310635,2.559523845483191
1.7142857142857142,2.0750001062104295
1.875,4.258064893232311
2.716049262194741,2.0
2.0212764446342186,1.5714285714285714
2.306122343656363,3.1666666666666665
2.0454545987374217,1.5833332022097988
2.3333333333333335,1.5
1.1034482322961137,1.8181818181818181
1.6999999460520339,3.4453779871192793
2.2499999578531473,1.4444444444444444
3.3888887622487682,2.7894735310341705
2.1874999708449896,1.0588235947466738
1.8571428571428572,1.6666667415944008
1.5696204131807299,1.705882343607618
2.019230791978604,2.647058999524659
1.888888807477386,1.0625
1.8194446402232818,1.0625000737569923
1.8043477671451105,3.423076539412224
2.1,1.7599999903494936
1.4736842341549108,2.2796611266562707
3.3529408571178667,1.375
3.9007447500049244,2.7659573591402036
1.8591549180512337,1.1355932553348072
2.53571401817627,2.0
2.027777576663037,2.1333332101233404
1.7999997842081357,2.661538515852689
1.4489796000251975,2.630434830869037
1.5701754718391694,3.65317941438831
2.3000001908279684,2.0000001348699246
3.30769210992397,2.0
1.0909090686165424,1.5454545343082713
1.0833333146014,2.6249996642068703
1.8103447935323718,1.9130433734508572
1.5454545343082713,2.777777906500679
1.1666666292027996,1.8392858168192776
1.5999999743215332,2.6944445493044635
1.0487805587205785,2.8442622791322263
2.9777775840986886,2.816128808613528
2.2352939946371166,2.008333328878342
2.298507371929194,3.03398042321499
2.5999999427795464,1.3636363970751864
2.1276593851984154,1.822580662162991
1.2666665048227683,1.8260869850263077
3.6610169604351372,2.6172839085566575
2.2131144764879753,2.579439304673868
1.5625000201475878,1.8833333194508348
1.0296295725223619,1.299999919078051
2.3124999958349983,3.6739130210314834
2.583333348142227,1.4285714285714286
1.5111110730689363,1.5131577702504146
1.5,3.3636365160104607
1.2,1.6842104731514507
2.166666705283537,3.3749999367797208
1.454545343082712,1.6734695108867272
1.30769228818245,2.2241380807414837
1.0156250263304596,2.999999704278149
1.3333333333333333,1.6666666167148476
1.5,2.215686740801038
1.1818182598421016,1.9659092470330821
1.3636363636363635,3.574074554351021
2.0,2.219512271041903
1.7857144233366589,2.8322582591629395
1.758620693241121,2.3333333333333335
1.5714285714285714,1.6666666666666667
1.2142857693346636,1.5333331894720903
1.297297275534161,2.2499999578531473
1.0909090686165424,2.2173913122317996
2.145833486484151,1.6987950440830806
2.2222224886319633,1.3472221048218453
1.037037001934476,1.272727205849627
2.25000003332001,1.1818181818181819
1.7500001261093205,2.8
2.166666644821667,1.3783785323316513
2.1250001151982496,1.7647059487623802
1.6551723484441705,2.0
1.9375000541450196,2.5588236512753815
2.0769228721925646,1.5384616342271646
1.2,1.6976745193552103
2.2187499361993055,3.105262827094444
2.6585366114010935,1.8
3.7567560631389147,1.571428501918783
1.0,2.6060607042990727
1.8571428571428572,2.2241378920151402
2.5217394723565643,3.0
1.2500000561958005,2.03846137087171
2.3333334187640986,2.769230728148789
1.375000105367132,1.185185169079899
1.421052674507501,1.0769229492355885
1.0410958982280218,1.1111111111111112
2.322033907351137,2.5294116106943254
2.076922957216044,3.595744812158682
2.632075634204138,2.0754717039543014
1.25,2.4444445786084716
1.8461538780757216,1.2839506829097755
2.2205882932892522,1.363636301953042
3.0,2.5
1.7333331066837325,1.875
2.0833334723540604,3.658273540333795
2.1333332890815466,2.162161994973106
2.730769355390217,2.310344709127698
1.666666808832053,1.0704226247277973
1.8064516374532777,3.500000339862084
1.884615379528814,1.700000060691466
1.9408863932787912,2.984615640249636
2.2857142857142856,4.132352705976433
1.1428571153326683,1.717391299091844
1.5999999598717058,3.431034698399085
1.953757044193838,3.3710409209726846
3.000000066640024,2.129032140494014
1.0714286540019953,1.4716981403956575
1.3333333941860854,2.7142852511615154
3.0000001926713225,2.411764747623297
1.5915492423910163,2.67741991343339
1.915254235201676,2.7264150997829915
4.166666853986002,4.610576679490774
2.399999854740683,1.2173912966521807
2.7307689942437166,1.1666666292027996
1.5921051562756086,2.928571341531401
1.1818181372330847,2.0175440698821934
1.9459457208607893,2.125
1.2,1.1059479342006593
1.3333333333333333,1.6533333858377617
